complex,name,genes,source
EG10977-MONOMER,EG10977-MONOMER,b3229(),Sync
EG12265-MONOMER,EG12265-MONOMER,b3538(),Sync
YHDY-MONOMER,YHDY-MONOMER,b3270(),Sync
G7161-MONOMER,G7161-MONOMER,b2248(),Sync
G7240-MONOMER,G7240-MONOMER,b2377(),Sync
CYDB-MONOMER,CYDB-MONOMER,b0734(),Sync
EG12308-MONOMER,EG12308-MONOMER,b2561(),Sync
EG12023-MONOMER,EG12023-MONOMER,b2141(),Sync
DPPB-MONOMER,DPPB-MONOMER,b3543(),Sync
EG10665-MONOMER,EG10665-MONOMER,b3169(),Sync
G7110-MONOMER,G7110-MONOMER,b2071(),Sync
ATPG-MONOMER,ATPG-MONOMER,b3733(),Sync
G7909-MONOMER,G7909-MONOMER,b4295(),Sync
EG11759-MONOMER,EG11759-MONOMER,b1271(),Sync
YJFF-MONOMER,YJFF-MONOMER,b4231(),Sync
G6957-MONOMER,G6957-MONOMER,b1770(),Sync
G6947-MONOMER,G6947-MONOMER,b1752(),Sync
YHJV-MONOMER,YHJV-MONOMER,b3539(),Sync
EG12179-MONOMER,EG12179-MONOMER,b0623(),Sync
EG11429-MONOMER,EG11429-MONOMER,b3989(),Sync
EG10415-MONOMER,EG10415-MONOMER,b3181(),Sync
G6815-MONOMER,G6815-MONOMER,b1541(),Sync
NUOJ-MONOMER,NUOJ-MONOMER,b2280(),Sync
G6853-MONOMER,G6853-MONOMER,b1595(),Sync
EG10848-MONOMER,EG10848-MONOMER,b0700(),Sync
EG12017-MONOMER,EG12017-MONOMER,b2136(),Sync
G6153-MONOMER,G6153-MONOMER,b0282(),Sync
G6702-MONOMER,G6702-MONOMER,b1379(),Sync
EG11891-MONOMER,EG11891-MONOMER,b2008(),Sync
EG12008-MONOMER,EG12008-MONOMER,b2127(),Sync
G6563-MONOMER,G6563-MONOMER,b1085(),Sync
EG11798-MONOMER,EG11798-MONOMER,b0106(),Sync
G6401-MONOMER,G6401-MONOMER,b0771(),Sync
EG11691-MONOMER,EG11691-MONOMER,b3664(),Sync
G6750-MONOMER,G6750-MONOMER,b1439(),Sync
G6118-MONOMER,G6118-MONOMER,b0234(),Sync
ARTQ-MONOMER,ARTQ-MONOMER,b0862(),Sync
CYDD-MONOMER,CYDD-MONOMER,b0887(),Sync
EG11578-MONOMER,EG11578-MONOMER,b3406(),Sync
G7942-MONOMER,G7942-MONOMER,b4354(),Sync
G7472-MONOMER,G7472-MONOMER,b2852(),Sync
EG11305-MONOMER,EG11305-MONOMER,b0627(),Sync
G6671-MONOMER,G6671-MONOMER,b1339(),Sync
G7922-MONOMER,G7922-MONOMER,b4325(),Sync
G7655-MONOMER,G7655-MONOMER,b3173(),Sync
EG12624-MONOMER,EG12624-MONOMER,b3555(),Sync
B2771-MONOMER,B2771-MONOMER,b2771(),Sync
G7262-MONOMER,G7262-MONOMER,b2427(),Sync
G7722-MONOMER,G7722-MONOMER,b3369(),Sync
TRKH-MONOMER,TRKH-MONOMER,b3849(),Sync
G6398-MONOMER,G6398-MONOMER,b0768(),Sync
EG12356-MONOMER,EG12356-MONOMER,b3422(),Sync
G7580-MONOMER,G7580-MONOMER,b3033(),Sync
SBMA-MONOMER,SBMA-MONOMER,b0377(),Sync
G7944-MONOMER,G7944-MONOMER,b4357(),Sync
PNTB-MONOMER,PNTB-MONOMER,b1602(),Sync
G6976-MONOMER,G6976-MONOMER,b1790(),Sync
G7489-MONOMER,G7489-MONOMER,b2870(),Sync
G6873-MONOMER,G6873-MONOMER,b1629(),Sync
G6259-MONOMER,G6259-MONOMER,b0483(),Sync
EG12446-MONOMER,EG12446-MONOMER,b2602(),Sync
EG10466-MONOMER,EG10466-MONOMER,b4000(),Sync
G7385-MONOMER,G7385-MONOMER,b2650(),Sync
YDCV-MONOMER,YDCV-MONOMER,b1443(),Sync
G7869-MONOMER,G7869-MONOMER,b4212(),Sync
EG12229-MONOMER,EG12229-MONOMER,b3492(),Sync
G6889-MONOMER,G6889-MONOMER,b1649(),Sync
G7196-MONOMER,G7196-MONOMER,b2304(),Sync
LIVH-MONOMER,LIVH-MONOMER,b3457(),Sync
G6165-MONOMER,G6165-MONOMER,b0294(),Sync
EG11992-MONOMER,EG11992-MONOMER,b2115(),Sync
YBHS-MONOMER,YBHS-MONOMER,b0793(),Sync
EG12140-MONOMER,EG12140-MONOMER,b1659(),Sync
G7050-MONOMER,G7050-MONOMER,b1957(),Sync
G7594-MONOMER,G7594-MONOMER,b3071(),Sync
EG11694-MONOMER,EG11694-MONOMER,b3674(),Sync
FSR-MONOMER,FSR-MONOMER,b0479(),Sync
G6761-MONOMER,G6761-MONOMER,b1450(),Sync
G6931-MONOMER,G6931-MONOMER,b1726(),Sync
EG11854-MONOMER,EG11854-MONOMER,b3889(),Sync
EG11312-MONOMER,EG11312-MONOMER,b3638(),Sync
EG10332-MONOMER,EG10332-MONOMER,b4152(),Sync
G7547-MONOMER,G7547-MONOMER,b2981(),Sync
G6773-MONOMER,G6773-MONOMER,b1472(),Sync
EG12860-MONOMER,EG12860-MONOMER,b1853(),Sync
EG10216-MONOMER,EG10216-MONOMER,b2317(),Sync
DMSC-MONOMER,DMSC-MONOMER,b0896(),Sync
EG11432-MONOMER,EG11432-MONOMER,b2399(),Sync
G6642-MONOMER,G6642-MONOMER,b1295(),Sync
YRBE-MONOMER,YRBE-MONOMER,b3194(),Sync
G7344-MONOMER,G7344-MONOMER,b2550(),Sync
G6513-MONOMER,G6513-MONOMER,b0992(),Sync
G6420-MONOMER,G6420-MONOMER,b0817(),Sync
G6288-MONOMER,G6288-MONOMER,b4572(),Sync
EG12406-MONOMER,EG12406-MONOMER,b0796(),Sync
G6101-MONOMER,G6101-MONOMER,b0217(),Sync
YDHE-MONOMER,YDHE-MONOMER,b1663(),Sync
G6985-MONOMER,G6985-MONOMER,b1799(),Sync
ARSF-MONOMER,ARSF-MONOMER,b3502(),Sync
G6332-MONOMER,G6332-MONOMER,b0603(),Sync
YDHC-MONOMER,YDHC-MONOMER,b1660(),Sync
EG12247-MONOMER,EG12247-MONOMER,b3521(),Sync
NIKC-MONOMER,NIKC-MONOMER,b3478(),Sync
EG10467-MONOMER,EG10467-MONOMER,b0440(),Sync
G7882-MONOMER,G7882-MONOMER,b4251(),Sync
G7884-MONOMER,G7884-MONOMER,b4253(),Sync
G6919-MONOMER,G6919-MONOMER,b1696(),Sync
G6226-MONOMER,G6226-MONOMER,b0375(),Sync
G7694-MONOMER,G7694-MONOMER,b3263(),Sync
B3659-MONOMER,B3659-MONOMER,b3659(),Sync
EG12176-MONOMER,EG12176-MONOMER,b4135(),Sync
SUGE-MONOMER,SUGE-MONOMER,b4148(),Sync
G7601-MONOMER,G7601-MONOMER,b3082(),Sync
G7543-MONOMER,G7543-MONOMER,b2977(),Sync
APPC-MONOMER,APPC-MONOMER,b0978(),Sync
G6774-MONOMER,G6774-MONOMER,b1477(),Sync
EG11266-MONOMER,EG11266-MONOMER,b3615(),Sync
G6097-MONOMER,G6097-MONOMER,b0189(),Sync
G7469-MONOMER,G7469-MONOMER,b2849(),Sync
G7617-MONOMER,G7617-MONOMER,b3103(),Sync
EG12404-MONOMER,EG12404-MONOMER,b1219(),Sync
EG11141-MONOMER,EG11141-MONOMER,b1959(),Sync
G7573-MONOMER,G7573-MONOMER,b3023(),Sync
YPHC-MONOMER,YPHC-MONOMER,b2545(),Sync
G7347-MONOMER,G7347-MONOMER,b2570(),Sync
G6745-MONOMER,G6745-MONOMER,b1434(),Sync
EG12196-MONOMER,EG12196-MONOMER,b1001(),Sync
EG11012-MONOMER,EG11012-MONOMER,b1252(),Sync
G7181-MONOMER,G7181-MONOMER,b2274(),Sync
EG11450-MONOMER,EG11450-MONOMER,b3764(),Sync
EG11930-MONOMER,EG11930-MONOMER,b4047(),Sync
G7026-MONOMER,G7026-MONOMER,b1877(),Sync
EG11664-MONOMER,EG11664-MONOMER,b3348(),Sync
PHOR-MONOMER,PHOR-MONOMER,b0400(),Sync
G6911-MONOMER,G6911-MONOMER,b1685(),Sync
G6863-MONOMER,G6863-MONOMER,b1607(),Sync
EG11209-MONOMER,EG11209-MONOMER,b4030(),Sync
NHAA-MONOMER,NHAA-MONOMER,b0019(),Sync
G6765-MONOMER,G6765-MONOMER,b1454(),Sync
G6631-MONOMER,G6631-MONOMER,b1228(),Sync
G6499-MONOMER,G6499-MONOMER,b0965(),Sync
B0770-MONOMER,B0770-MONOMER,b0770(),Sync
G7885-MONOMER,G7885-MONOMER,b4255(),Sync
G6228-MONOMER,G6228-MONOMER,b0379(),Sync
ATPB-MONOMER,ATPB-MONOMER,b3738(),Sync
G6087-MONOMER,G6087-MONOMER,b0024(),Sync
GLPF-MONOMER,GLPF-MONOMER,b3927(),Sync
EG10018-MONOMER,EG10018-MONOMER,b3252(),Sync
G6242-MONOMER,G6242-MONOMER,b0441(),Sync
G6925-MONOMER,G6925-MONOMER,b1707(),Sync
EG12096-MONOMER,EG12096-MONOMER,b4225(),Sync
YHAO-MONOMER,YHAO-MONOMER,b3110(),Sync
G7862-MONOMER,G7862-MONOMER,b4204(),Sync
YJHF-MONOMER,YJHF-MONOMER,b4296(),Sync
G7923-MONOMER,G7923-MONOMER,b4326(),Sync
G7670-MONOMER,G7670-MONOMER,b3216(),Sync
G7063-MONOMER,G7063-MONOMER,b1976(),Sync
G7537-MONOMER,G7537-MONOMER,b2970(),Sync
CCMB-MONOMER,CCMB-MONOMER,b2200(),Sync
EG13217-MONOMER,EG13217-MONOMER,b0445(),Sync
YJCV-MONOMER,YJCV-MONOMER,b4086(),Sync
EG12146-MONOMER,EG12146-MONOMER,b3205(),Sync
G7460-MONOMER,G7460-MONOMER,b2832(),Sync
FDOH-MONOMER,FDOH-MONOMER,b3893(),Sync
EG11730-MONOMER,EG11730-MONOMER,b3745(),Sync
EG12333-MONOMER,EG12333-MONOMER,b0157(),Sync
YDDA-MONOMER,YDDA-MONOMER,b1496(),Sync
G6600-MONOMER,G6600-MONOMER,b1160(),Sync
G7318-MONOMER,G7318-MONOMER,b2510(),Sync
ACETYL-COA-ACETYLTRANSFER-MONOMER,ACETYL-COA-ACETYLTRANSFER-MONOMER,b2224(),Sync
EG12122-MONOMER,EG12122-MONOMER,b2944(),Sync
PROP-MONOMER,PROP-MONOMER,b4111(),Sync
G7174-MONOMER,G7174-MONOMER,b2267(),Sync
G7610-MONOMER,G7610-MONOMER,b3096(),Sync
EG11833-MONOMER,EG11833-MONOMER,b3862(),Sync
EG11371-MONOMER,EG11371-MONOMER,b2560(),Sync
G7009-MONOMER,G7009-MONOMER,b1836(),Sync
G7832-MONOMER,G7832-MONOMER,b4140(),Sync
EG12866-MONOMER,EG12866-MONOMER,b1831(),Sync
EG11525-MONOMER,EG11525-MONOMER,b3484(),Sync
EG11257-MONOMER,EG11257-MONOMER,b0385(),Sync
EG11879-MONOMER,EG11879-MONOMER,b3929(),Sync
G6899-MONOMER,G6899-MONOMER,b1671(),Sync
G7589-MONOMER,G7589-MONOMER,b3051(),Sync
G6603-MONOMER,G6603-MONOMER,b1163(),Sync
EG11152-MONOMER,EG11152-MONOMER,b2605(),Sync
G6743-MONOMER,G6743-MONOMER,b1432(),Sync
G6614-MONOMER,G6614-MONOMER,b1177(),Sync
EG11007-MONOMER,EG11007-MONOMER,b0739(),Sync
G6453-MONOMER,G6453-MONOMER,b0868(),Sync
G7171-MONOMER,G7171-MONOMER,b2258(),Sync
G6185-MONOMER,G6185-MONOMER,b0320(),Sync
PSTC-MONOMER,PSTC-MONOMER,b3727(),Sync
B1775-MONOMER,B1775-MONOMER,b1775(),Sync
EG10722-MONOMER,EG10722-MONOMER,b4095(),Sync
B1599-MONOMER,B1599-MONOMER,b1599(),Sync
G7804-MONOMER,G7804-MONOMER,b3830(),Sync
MGLC-MONOMER,MGLC-MONOMER,b2148(),Sync
YCBM-MONOMER,YCBM-MONOMER,b0934(),Sync
EG12283-MONOMER,EG12283-MONOMER,b3579(),Sync
G7646-MONOMER,G7646-MONOMER,b3152(),Sync
EG10515-MONOMER,EG10515-MONOMER,b0696(),Sync
EG11952-MONOMER,EG11952-MONOMER,b4080(),Sync
G7523-MONOMER,G7523-MONOMER,b2941(),Sync
B2372-MONOMER,B2372-MONOMER,b2372(),Sync
EG12707-MONOMER,EG12707-MONOMER,b2749(),Sync
ANGLYC3PDEHYDROGSUBUNITA-MONOMER,ANGLYC3PDEHYDROGSUBUNITA-MONOMER,b2241(),Sync
B2775-MONOMER,B2775-MONOMER,b2775(),Sync
G7444-MONOMER,G7444-MONOMER,b2778(),Sync
TAUC-MONOMER,TAUC-MONOMER,b0367(),Sync
G7504-MONOMER,G7504-MONOMER,b4464(),Sync
EG12295-MONOMER,EG12295-MONOMER,b3611(),Sync
FECC-MONOMER,FECC-MONOMER,b4289(),Sync
YJCQ-MONOMER,YJCQ-MONOMER,b4081(),Sync
G7269-MONOMER,G7269-MONOMER,b2434(),Sync
EMRY-MONOMER,EMRY-MONOMER,b2367(),Sync
EG12036-MONOMER,EG12036-MONOMER,b2172(),Sync
CYST-MONOMER,CYST-MONOMER,b2424(),Sync
B0270-MONOMER,B0270-MONOMER,b0270(),Sync
G7134-MONOMER,G7134-MONOMER,b2102(),Sync
YGJI-MONOMER,YGJI-MONOMER,b3078(),Sync
G6934-MONOMER,G6934-MONOMER,b1729(),Sync
EG11786-MONOMER,EG11786-MONOMER,b2581(),Sync
B4141-MONOMER,B4141-MONOMER,b4141(),Sync
G6974-MONOMER,G6974-MONOMER,b1788(),Sync
EG11954-MONOMER,EG11954-MONOMER,b4082(),Sync
EG11520-MONOMER,EG11520-MONOMER,b3483(),Sync
YBDE-MONOMER,YBDE-MONOMER,b0575(),Sync
G6887-MONOMER,G6887-MONOMER,b1647(),Sync
EG12217-MONOMER,EG12217-MONOMER,b3471(),Sync
EG11512-MONOMER,EG11512-MONOMER,b0010(),Sync
EG11119-MONOMER,EG11119-MONOMER,b1088(),Sync
TREB-MONOMER,TREB-MONOMER,b4240(),Sync
EG11919-MONOMER,EG11919-MONOMER,b4020(),Sync
G6730-MONOMER,G6730-MONOMER,b1411(),Sync
EG12053-MONOMER,EG12053-MONOMER,b2195(),Sync
G6605-MONOMER,G6605-MONOMER,b1165(),Sync
NRFC-MONOMER,NRFC-MONOMER,b4072(),Sync
G6446-MONOMER,G6446-MONOMER,b0848(),Sync
YIHO-MONOMER,YIHO-MONOMER,b3876(),Sync
G6370-MONOMER,G6370-MONOMER,b0681(),Sync
G6177-MONOMER,G6177-MONOMER,b0307(),Sync
YIEO-MONOMER,YIEO-MONOMER,b3754(),Sync
MONOMER0-282,MONOMER0-282,b0241(),Sync
UIDB-MONOMER,UIDB-MONOMER,b1616(),Sync
KCH-MONOMER,KCH-MONOMER,b1250(),Sync
G6414-MONOMER,G6414-MONOMER,b0805(),Sync
NARQ-MONOMER,NARQ-MONOMER,b2469(),Sync
EG11124-MONOMER,EG11124-MONOMER,b1256(),Sync
EG11359-MONOMER,EG11359-MONOMER,b3335(),Sync
EG10670-MONOMER,EG10670-MONOMER,b2215(),Sync
G7938-MONOMER,G7938-MONOMER,b4342(),Sync
FDNI-MONOMER,FDNI-MONOMER,b1476(),Sync
G6762-MONOMER,G6762-MONOMER,b1451(),Sync
G7549-MONOMER,G7549-MONOMER,b2983(),Sync
G6531-MONOMER,G6531-MONOMER,b1024(),Sync
G7753-MONOMER,G7753-MONOMER,b3434(),Sync
EG11364-MONOMER,EG11364-MONOMER,b3720(),Sync
G7621-MONOMER,G7621-MONOMER,b3107(),Sync
B2098-MONOMER,B2098-MONOMER,b2098(),Sync
EG10671-MONOMER,EG10671-MONOMER,b0929(),Sync
G7512-MONOMER,G7512-MONOMER,b2899(),Sync
EG12689-MONOMER,EG12689-MONOMER,b1050(),Sync
B1690-MONOMER,B1690-MONOMER,b1690(),Sync
EG10286-MONOMER,EG10286-MONOMER,b4291(),Sync
G7439-MONOMER,G7439-MONOMER,b4463(),Sync
G7246-MONOMER,G7246-MONOMER,b2383(),Sync
EG12271-MONOMER,EG12271-MONOMER,b3552(),Sync
YDEZ-MONOMER,YDEZ-MONOMER,b1515(),Sync
FRWC-MONOMER,FRWC-MONOMER,b3949(),Sync
G7252-MONOMER,G7252-MONOMER,b2390(),Sync
EMRE-MONOMER,EMRE-MONOMER,b0543(),Sync
AGAC-MONOMER,AGAC-MONOMER,b3139(),Sync
EG12027-MONOMER,EG12027-MONOMER,b2158(),Sync
YCFW-MONOMER,YCFW-MONOMER,b1118(),Sync
FRVB-MONOMER,FRVB-MONOMER,b3899(),Sync
G7122-MONOMER,G7122-MONOMER,b2085(),Sync
MANY-MONOMER,MANY-MONOMER,b1818(),Sync
SGCA-MONOMER,SGCA-MONOMER,b4302(),Sync
EG11760-MONOMER,EG11760-MONOMER,b1457(),Sync
GLVC-MONOMER,GLVC-MONOMER,b3683(),Sync
G6953-MONOMER,G6953-MONOMER,b1758(),Sync
HYCF-MONOMER,HYCF-MONOMER,b2720(),Sync
SGAT-MONOMER,SGAT-MONOMER,b4193(),Sync
EG11462-MONOMER,EG11462-MONOMER,b4482(),Sync
G7632-MONOMER,G7632-MONOMER,b3133(),Sync
G6816-MONOMER,G6816-MONOMER,b1542(),Sync
ARAH-MONOMER,ARAH-MONOMER,b4460(),Sync
AGAX-MONOMER,AGAX-MONOMER,b0129(),Sync
EG11059-MONOMER,EG11059-MONOMER,b2319(),Sync
SGCC-MONOMER,SGCC-MONOMER,b4304(),Sync
G6703-MONOMER,G6703-MONOMER,b1381(),Sync
G6093-MONOMER,G6093-MONOMER,b0177(),Sync
CMTB-MONOMER,CMTB-MONOMER,b2934(),Sync
G6578-MONOMER,G6578-MONOMER,b1121(),Sync
ENVZ-MONOMER,ENVZ-MONOMER,b3404(),Sync
YJFT-MONOMER,YJFT-MONOMER,b4194(),Sync
G6402-MONOMER,G6402-MONOMER,b0780(),Sync
G7250-MONOMER,G7250-MONOMER,b2387(),Sync
G6159-MONOMER,G6159-MONOMER,b0288(),Sync
CYOC-MONOMER,CYOC-MONOMER,b0430(),Sync
GLTK-MONOMER,GLTK-MONOMER,b0653(),Sync
AGAB-MONOMER,AGAB-MONOMER,b3138(),Sync
CMTA-MONOMER,CMTA-MONOMER,b2933(),Sync
YJEM-MONOMER,YJEM-MONOMER,b4156(),Sync
YJFU-MONOMER,YJFU-MONOMER,b4195(),Sync
G7926-MONOMER,G7926-MONOMER,b4329(),Sync
EG12282-MONOMER,EG12282-MONOMER,b3578(),Sync
GLVB-MONOMER,GLVB-MONOMER,b3682(),Sync
AGAD-MONOMER,AGAD-MONOMER,b3140(),Sync
G7730-MONOMER,G7730-MONOMER,b3378(),Sync
EG12095-MONOMER,EG12095-MONOMER,b3175(),Sync
PPX-MONOMER,PPX-MONOMER,b2502(),Sync
YEJB-MONOMER,YEJB-MONOMER,b2178(),Sync
EG10725-MONOMER,EG10725-MONOMER,b4092(),Sync
G7588-MONOMER,G7588-MONOMER,b3050(),Sync
EG11939-MONOMER,EG11939-MONOMER,b4064(),Sync
UGPC-MONOMER,UGPC-MONOMER,b3450(),Sync
EG11824-MONOMER,EG11824-MONOMER,b3009(),Sync
PHNL-MONOMER,PHNL-MONOMER,b4096(),Sync
G7491-MONOMER,G7491-MONOMER,b2872(),Sync
ACRB-MONOMER,ACRB-MONOMER,b0462(),Sync
EG10718-MONOMER,EG10718-MONOMER,b4099(),Sync
SGCB-MONOMER,SGCB-MONOMER,b4305(),Sync
INORGPYROPHOSPHAT-MONOMER,INORGPYROPHOSPHAT-MONOMER,b4226(),Sync
G7407-MONOMER,G7407-MONOMER,b2689(),Sync
CAIT-MONOMER,CAIT-MONOMER,b0040(),Sync
EG10715-MONOMER,EG10715-MONOMER,b4102(),Sync
EG12254-MONOMER,EG12254-MONOMER,b3527(),Sync
EMRB-MONOMER,EMRB-MONOMER,b2686(),Sync
PSTS-MONOMER,PSTS-MONOMER,b3728(),Sync
G7215-MONOMER,G7215-MONOMER,b2345(),Sync
PPK-MONOMER,PPK-MONOMER,b2501(),Sync
EG12003-MONOMER,EG12003-MONOMER,b2122(),Sync
EG11215-MONOMER,EG11215-MONOMER,b4363(),Sync
ALKAPHOSPHA-MONOMER,ALKAPHOSPHA-MONOMER,b0383(),Sync
G7062-MONOMER,G7062-MONOMER,b1974(),Sync
YGFU-MONOMER,YGFU-MONOMER,b2888(),Sync
EG10719-MONOMER,EG10719-MONOMER,b4098(),Sync
EG11697-MONOMER,EG11697-MONOMER,b3677(),Sync
UGPE-MONOMER,UGPE-MONOMER,b3451(),Sync
EG10716-MONOMER,EG10716-MONOMER,b4101(),Sync
G6935-MONOMER,G6935-MONOMER,b1730(),Sync
MONOMER0-141,MONOMER0-141,b2484(),Sync
EG10735-MONOMER,EG10735-MONOMER,b3724(),Sync
EG11342-MONOMER,EG11342-MONOMER,b1242(),Sync
EG10940-MONOMER,EG10940-MONOMER,b0409(),Sync
G6792-MONOMER,G6792-MONOMER,b1502(),Sync
EG10934-MONOMER,EG10934-MONOMER,b0722(),Sync
EG11401-MONOMER,EG11401-MONOMER,b0384(),Sync
EG10434-MONOMER,EG10434-MONOMER,b3802(),Sync
G6659-MONOMER,G6659-MONOMER,b1321(),Sync
PYRUVOXID-MONOMER,PYRUVOXID-MONOMER,b0871(),Sync
UGPB-MONOMER,UGPB-MONOMER,b3453(),Sync
G6536-MONOMER,G6536-MONOMER,b1029(),Sync
PHNK-MONOMER,PHNK-MONOMER,b4097(),Sync
G6335-MONOMER,G6335-MONOMER,b0608(),Sync
PSTB-MONOMER,PSTB-MONOMER,b3725(),Sync
G6107-MONOMER,G6107-MONOMER,b0223(),Sync
MTLA-MONOMER,MTLA-MONOMER,b3599(),Sync
EG10717-MONOMER,EG10717-MONOMER,b4100(),Sync
G6561-MONOMER,G6561-MONOMER,b1069(),Sync
G6478-MONOMER,G6478-MONOMER,b0936(),Sync
MALF-MONOMER,MALF-MONOMER,b4033(),Sync
MONOMER0-146,MONOMER0-146,b0937(),Sync
HYAC-MONOMER,HYAC-MONOMER,b0974(),Sync
ALPHACOMP-MONOMER,ALPHACOMP-MONOMER,b2764(),Sync
G7886-MONOMER,G7886-MONOMER,b4256(),Sync
G6320-MONOMER,G6320-MONOMER,b0572(),Sync
YCBE-MONOMER,YCBE-MONOMER,b0933(),Sync
ACRD-MONOMER,ACRD-MONOMER,b2470(),Sync
CYSD-MONOMER,CYSD-MONOMER,b2752(),Sync
G7695-MONOMER,G7695-MONOMER,b3267(),Sync
SAPB-MONOMER,SAPB-MONOMER,b1293(),Sync
EG11705-MONOMER,EG11705-MONOMER,b3678(),Sync
ENTE-MONOMER,ENTE-MONOMER,b0594(),Sync
ARYLSULFAT-MONOMER,ARYLSULFAT-MONOMER,b3801(),Sync
G7552-MONOMER,G7552-MONOMER,b2986(),Sync
ABGT-MONOMER,ABGT-MONOMER,b1336(),Sync
G6952-MONOMER,G6952-MONOMER,b1757(),Sync
G6788-MONOMER,G6788-MONOMER,b1498(),Sync
G7473-MONOMER,G7473-MONOMER,b2853(),Sync
DPPC-MONOMER,DPPC-MONOMER,b3542(),Sync
CYSN-MONOMER,CYSN-MONOMER,b2751(),Sync
EG12405-MONOMER,EG12405-MONOMER,b1220(),Sync
ATPH-MONOMER,ATPH-MONOMER,b3735(),Sync
PAPSSULFOTRANS-MONOMER,PAPSSULFOTRANS-MONOMER,b2762(),Sync
G7343-MONOMER,G7343-MONOMER,b2549(),Sync
G7356-MONOMER,G7356-MONOMER,b4461(),Sync
EG11955-MONOMER,EG11955-MONOMER,b4083(),Sync
EG12213-MONOMER,EG12213-MONOMER,b3467(),Sync
YHJX-MONOMER,YHJX-MONOMER,b3547(),Sync
CYSA-MONOMER,CYSA-MONOMER,b2422(),Sync
G7182-MONOMER,G7182-MONOMER,b2275(),Sync
EG12166-MONOMER,EG12166-MONOMER,b0920(),Sync
DCYSDESULF-MONOMER,DCYSDESULF-MONOMER,b1919(),Sync
NUOK-MONOMER,NUOK-MONOMER,b2279(),Sync
EG10395-MONOMER,EG10395-MONOMER,b3425(),Sync
G7036-MONOMER,G7036-MONOMER,b1906(),Sync
YEIJ-MONOMER,YEIJ-MONOMER,b2161(),Sync
CYSP-MONOMER,CYSP-MONOMER,b2425(),Sync
MODF-MONOMER,MODF-MONOMER,b0760(),Sync
YEEF-MONOMER,YEEF-MONOMER,b2014(),Sync
MONOMER-162,MONOMER-162,b0935(),Sync
G6913-MONOMER,G6913-MONOMER,b1687(),Sync
EG11800-MONOMER,EG11800-MONOMER,b2995(),Sync
BETACOMP-MONOMER,BETACOMP-MONOMER,b2763(),Sync
EG11219-MONOMER,EG11219-MONOMER,b1419(),Sync
EMRD-MONOMER,EMRD-MONOMER,b3673(),Sync
G7455-MONOMER,G7455-MONOMER,b2811(),Sync
G6766-MONOMER,G6766-MONOMER,b1455(),Sync
ARTM-MONOMER,ARTM-MONOMER,b0861(),Sync
ADENYLYLSULFKIN-MONOMER,ADENYLYLSULFKIN-MONOMER,b2750(),Sync
EG10047-MONOMER,EG10047-MONOMER,b0050(),Sync
G7071-MONOMER,G7071-MONOMER,b1987(),Sync
G6636-MONOMER,G6636-MONOMER,b1268(),Sync
G7946-MONOMER,G7946-MONOMER,b4364(),Sync
EG11601-MONOMER,EG11601-MONOMER,b2522(),Sync
G6510-MONOMER,G6510-MONOMER,b0989(),Sync
SBP-MONOMER,SBP-MONOMER,b3917(),Sync
G6229-MONOMER,G6229-MONOMER,b0380(),Sync
EG11186-MONOMER,EG11186-MONOMER,b3562(),Sync
G6906-MONOMER,G6906-MONOMER,b1680(),Sync
G6095-MONOMER,G6095-MONOMER,b0187(),Sync
EG12345-MONOMER,EG12345-MONOMER,b1539(),Sync
EG10931-MONOMER,EG10931-MONOMER,b0723(),Sync
POTB-MONOMER,POTB-MONOMER,b1125(),Sync
G6874-MONOMER,G6874-MONOMER,b1630(),Sync
GLUSYNLARGE-MONOMER,GLUSYNLARGE-MONOMER,b3212(),Sync
G7879-MONOMER,G7879-MONOMER,b4248(),Sync
SUCCORNTRANSAM-MONOMER,SUCCORNTRANSAM-MONOMER,b1748(),Sync
EG10610-MONOMER,EG10610-MONOMER,b3249(),Sync
G6523-MONOMER,G6523-MONOMER,b1012(),Sync
G7673-MONOMER,G7673-MONOMER,b3219(),Sync
G6544-MONOMER,G6544-MONOMER,b1038(),Sync
LIVM-MONOMER,LIVM-MONOMER,b3456(),Sync
G7538-MONOMER,G7538-MONOMER,b2971(),Sync
G6418-MONOMER,G6418-MONOMER,b0815(),Sync
GLND-MONOMER,GLND-MONOMER,b0167(),Sync
G6457-MONOMER,G6457-MONOMER,b0873(),Sync
G7462-MONOMER,G7462-MONOMER,b2834(),Sync
G6265-MONOMER,G6265-MONOMER,b0489(),Sync
EG10724-MONOMER,EG10724-MONOMER,b4093(),Sync
EG12372-MONOMER,EG12372-MONOMER,b2798(),Sync
HISM-MONOMER,HISM-MONOMER,b2307(),Sync
GLUSYNSMALL-MONOMER,GLUSYNSMALL-MONOMER,b3213(),Sync
G7328-MONOMER,G7328-MONOMER,b2534(),Sync
EG10333-MONOMER,EG10333-MONOMER,b4151(),Sync
G7072-MONOMER,G7072-MONOMER,b1988(),Sync
EG12138-MONOMER,EG12138-MONOMER,b0193(),Sync
EG12409-MONOMER,EG12409-MONOMER,b2468(),Sync
G7178-MONOMER,G7178-MONOMER,b2271(),Sync
DSDX-MONOMER,DSDX-MONOMER,b2365(),Sync
EG10383-MONOMER,EG10383-MONOMER,b3870(),Sync
EG11875-MONOMER,EG11875-MONOMER,b3921(),Sync
G6755-MONOMER,G6755-MONOMER,b1444(),Sync
G7010-MONOMER,G7010-MONOMER,b1837(),Sync
