Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Interrupted?,"Gene products (complexes, polypeptides, and RNAs)",replicon
G6744,b1433,1502928,1504104,G6744-MONOMER,,B1433-MONOMER,NC_000913.2
G7624,b4471,3256306,3257671,G7624-MONOMER,,CPLX0-7622,NC_000913.2
G6982,b1796,1877426,1877609,G6982-MONOMER,,G6982-MONOMER,NC_000913.2
G6508,b0987,1048661,1048967,G6508-MONOMER,,G6508-MONOMER,NC_000913.2
EG12305,b1290,1349851,1350658,EG12305-MONOMER,,ABC-29-CPLX,NC_000913.2
EG11521,b0699,728356,728563,EG11521-MONOMER,,EG11521-MONOMER,NC_000913.2
EG10526,b0343,361149,362403,EG10526-MONOMER,,LACY-MONOMER,NC_000913.2
EG10989,b3118,3264148,3265087,EG10989-MONOMER,,PD00268,NC_000913.2
G6896,b1668,1745154,1746759,G6896-MONOMER,,G6896-MONOMER,NC_000913.2
G6404,b0787,820015,820729,G6404-MONOMER,,G6404-MONOMER,NC_000913.2
EG10096,b0928,983741,984932,EG10096-MONOMER,,ASPAMINOTRANS-DIMER,NC_000913.2
EG11145,b2395,2513664,2515854,EG11145-MONOMER,,EG11145-MONOMER,NC_000913.2
EG10100,b3731,3913575,3913995,EG10100-MONOMER,,ATPSYN-CPLX,NC_000913.2
G6942,b1746,1826279,1827758,G6942-MONOMER,,SUCCGLUALDDEHYD-MONOMER,NC_000913.2
G6736,b1420,1489985,1490153,G6736-MONOMER,,G6736-MONOMER,NC_000913.2
EG10397,b3424,3558644,3559475,EG10397-MONOMER,,EG10397-MONOMER,NC_000913.2
EG10045,b1767,1848883,1849900,EG10045-MONOMER,,ANSA-CPLX,NC_000913.2
G6607,b1167,1215970,1216219,G6607-MONOMER,,G6607-MONOMER,NC_000913.2
G6248,b0448,468094,469867,G6248-MONOMER,,MDLA-MONOMER,NC_000913.2
EG11623,b2797,2927597,2928965,EG11623-MONOMER,,LSERINEDEAM2-MONOMER,NC_000913.2
G6448,b0858,897211,897700,G6448-MONOMER,,G6448-MONOMER,NC_000913.2
EG10002,b0764,795084,795774,EG10002-MONOMER,,ABC-19-CPLX,NC_000913.2
EG11407,b1189,1236793,1238092,EG11407-MONOMER,,DALADEHYDROG-CPLX,NC_000913.2
G6182,b0317,333748,334246,G6182-MONOMER,,G6182-MONOMER,NC_000913.2
EG10298,b0589,619418,620411,EG10298-MONOMER,,ABC-10-CPLX,NC_000913.2
EG10536,b3454,3590746,3591460,EG10536-MONOMER,,ABC-15-CPLX // ABC-304-CPLX,NC_000913.2
G0-8888,b4606,2588828,2588888,G0-8888-MONOMER,,MONOMER0-762,NC_000913.2
G0-10441,b4515,773418,773532,G0-10441-MONOMER,,CYT-D-UBIOX-CPLX,NC_000913.2
EG12628,b3540,3699886,3700891,EG12628-MONOMER,,ABC-8-CPLX,NC_000913.2
EG10232,b0894,940181,942626,EG10232-MONOMER,,DIMESULFREDUCT-CPLX,NC_000913.2
EG11005,b3708,3886752,3888168,EG11005-MONOMER,,TRYPTOPHAN-CPLX,NC_000913.2
EG12760,b3127,3271594,3272929,EG12760-MONOMER,,YHAU-MONOMER,NC_000913.2
EG12387,b2660,2788003,2789272,EG12387-MONOMER,,EG12387-MONOMER,NC_000913.2
EG10163,b3911,4101624,4102998,EG10163-MONOMER,,CPLX0-8270,NC_000913.2
EG10133,b4133,4358418,4359957,EG10133-MONOMER,,PD00436,NC_000913.2
G7952,b4378,4611503,4612283,G7952-MONOMER,,G7952-MONOMER,NC_000913.2
EG12563,b4321,4547975,4549319,EG12563-MONOMER,,GNTP-MONOMER,NC_000913.2
G6646,b1302,1363573,1364839,G6646-MONOMER,,G6646-MONOMER,NC_000913.2
EG12392,b1206,1258346,1260026,EG12392-MONOMER,,YCHM-MONOMER,NC_000913.2
EG11630,b0855,894213,895347,EG11630-MONOMER,,ABC-25-CPLX,NC_000913.2
G7763,b3446,3582781,3583066,G7763-MONOMER,,G7763-MONOMER,NC_000913.2
EG12136,b2077,2159487,2160903,EG12136-MONOMER,,B2077-MONOMER,NC_000913.2
G7290,b2460,2572323,2573025,G7290-MONOMER,,G7290-MONOMER,NC_000913.2
G0-10641,b4669,3948529,3948580,G0-10641-MONOMER,,MONOMER0-2868,NC_000913.2
EG12070,b2211,2304993,2306637,EG12070-MONOMER,,YOJI-MONOMER,NC_000913.2
G7284,b2454,2567522,2568359,G7284-MONOMER,,G7284-MONOMER,NC_000913.2
G7626,b3113,3257742,3258132,G7626-MONOMER,,CPLX0-7987,NC_000913.2
EG11961,b3603,3775421,3777077,EG11961-MONOMER,,LCTP-MONOMER,NC_000913.2
EG10036,b1300,1360766,1362254,EG10036-MONOMER,,ALDHDEHYDROG-MONOMER,NC_000913.2
G0-10513,b4523,1333314,1333482,G0-10513-MONOMER,,MONOMER0-2886,NC_000913.2
EG11869,b3909,4099712,4100696,EG11869-MONOMER,,KDGT-MONOMER,NC_000913.2
G7281,b2451,2563502,2564906,G7281-MONOMER,,G7281-MONOMER,NC_000913.2
G7514,b2902,3043179,3043923,G7514-MONOMER,,G7514-MONOMER,NC_000913.2
EG11743,b1495,1573270,1575643,EG11743-MONOMER,,EG11743-MONOMER,NC_000913.2
EG12190,b2437,2552151,2553204,EG12190-MONOMER,,EG12190-MONOMER,NC_000913.2
EG12692,b0599,631611,632700,EG12692-MONOMER,,EG12692-MONOMER,NC_000913.2
EG11679,b2836,2971876,2974036,EG11679-MONOMER,,AAS-MONOMER,NC_000913.2
G6706,b1384,1444401,1445307,G6706-MONOMER,,G6706-MONOMER,NC_000913.2
G7440,b2774,2897509,2898295,G7440-MONOMER,,G7440-MONOMER,NC_000913.2
EG11613,b4114,4331969,4333613,EG11613-MONOMER,,EG11613-MONOMER,NC_000913.2
G6644,b1297,1357513,1358932,G6644-MONOMER,,CPLX0-7709,NC_000913.2
EG12277,b3573,3739131,3739605,EG12277-MONOMER,,EG12277-MONOMER,NC_000913.2
EG11471,b3827,4009098,4009998,EG11471-MONOMER,,EG11471-MONOMER,NC_000913.2
EG11558,b0037,36270,37824,EG11558-MONOMER,,CAIC-MONOMER,NC_000913.2
G7256,b2408,2523148,2523913,G7256-MONOMER,,G7256-MONOMER,NC_000913.2
EG11377,b3018,3160765,3161503,EG11377-MONOMER,,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,NC_000913.2
G7291,b2461,2572999,2573479,G7291-MONOMER,,G7291-MONOMER,NC_000913.2
EG12028,b2160,2249721,2250810,EG12028-MONOMER,,EG12028-MONOMER,NC_000913.2
G7840,b4159,4384069,4387393,G7840-MONOMER,,CPLX0-7985,NC_000913.2
G6217,b0365,384455,385418,G6217-MONOMER,,ABC-64-CPLX,NC_000913.2
G7131,b2099,2178116,2179121,G7131-MONOMER,,G7131-MONOMER,NC_000913.2
EG11258,b0904,952831,953689,EG11258-MONOMER,,CPLX0-7843,NC_000913.2
G7285,b2455,2568369,2569773,G7285-MONOMER,,G7285-MONOMER,NC_000913.2
EG11765,b3598,3769404,3769767,EG11765-MONOMER,,EG11765-MONOMER,NC_000913.2
EG11113,b0970,1029981,1030641,EG11113-MONOMER,,EG11113-MONOMER,NC_000913.2
EG50006,b2441,2555339,2556701,EG50006-MONOMER,,ETHAMLY-CPLX,NC_000913.2
G6961,b1774,1855813,1856857,G6961-MONOMER,,G6961-MONOMER,NC_000913.2
G7337,b2543,2671367,2671790,G7337-MONOMER,,G7337-MONOMER,NC_000913.2
EG12423,b0368,387018,387870,EG12423-MONOMER,,CPLX0-227,NC_000913.2
EG11484,b3848,4030514,4031129,EG11484-MONOMER,,EG11484-MONOMER,NC_000913.2
EG11010,b0737,774375,775068,EG11010-MONOMER,,CPLX0-2201,NC_000913.2
G7270,b2438,2553249,2553750,G7270-MONOMER,,G7270-MONOMER,NC_000913.2
G6856,b1598,1669983,1670805,G6856-MONOMER,,G6856-MONOMER,NC_000913.2
G7190,b2298,2415102,2416623,G7190-MONOMER,,G7190-MONOMER,NC_000913.2
G6645,b1298,1359143,1359908,G6645-MONOMER,,CPLX0-3943,NC_000913.2
EG11089,b0122,136569,136917,EG11089-MONOMER,,EG11089-MONOMER,NC_000913.2
EG10787,b1101,1157091,1158525,EG10787-MONOMER,,MONOMER0-4389,NC_000913.2
EG11629,b0854,893006,894119,EG11629-MONOMER,,ABC-25-CPLX,NC_000913.2
G6704,b1382,1443710,1443896,G6704-MONOMER,,G6704-MONOMER,NC_000913.2
G6975,b1789,1872375,1872822,G6975-MONOMER,,G6975-MONOMER,NC_000913.2
G7961,b1385,1445542,1447042,G7961-MONOMER,,PHENDEHYD-CPLX,NC_000913.2
G6601,b1161,1211925,1212330,G6601-MONOMER,,G6601-MONOMER,NC_000913.2
EG10730,b4399,4634718,4636143,EG10730-MONOMER,,CREC-CPLX,NC_000913.2
G6218,b0366,385430,386198,G6218-MONOMER,,ABC-64-CPLX,NC_000913.2
G6408,b0791,823852,824263,G6408-MONOMER,,G6408-MONOMER,NC_000913.2
G6858,b1600,1671159,1671525,G6858-MONOMER,,YDGEF-CPLX,NC_000913.2
EG10752,b1123,1181005,1182052,EG10752-MONOMER,,ABC-24-CPLX,NC_000913.2
G6166,b0295,311335,311563,G6166-MONOMER,,G6166-MONOMER,NC_000913.2
EG10644,b1465,1533960,1534641,EG10644-MONOMER,,NITRATREDUCTZ-CPLX,NC_000913.2
G7289,b2459,2571523,2572327,G7289-MONOMER,,G7289-MONOMER,NC_000913.2
G6649,b1311,1371245,1372127,G6649-MONOMER,,ABC-55-CPLX,NC_000913.2
EG50007,b2440,2554431,2555319,EG50007-MONOMER,,ETHAMLY-CPLX,NC_000913.2
EG10516,b0695,720952,723637,EG10516-MONOMER,,KDPD-CPLX,NC_000913.2
EG10749,b1126,1183680,1184817,EG10749-MONOMER,,ABC-24-CPLX,NC_000913.2
G6384,b0715,745945,746992,G6384-MONOMER,,G6384-MONOMER,NC_000913.2
G7283,b2453,2566345,2567533,G7283-MONOMER,,G7283-MONOMER,NC_000913.2
EG10086,b2715,2837545,2839003,EG10086-MONOMER,,CPLX-153,NC_000913.2
G7271,b2439,2553762,2554422,G7271-MONOMER,,CPLX0-7801,NC_000913.2
G7931,b4334,4561944,4562712,G7931-MONOMER,,G7931-MONOMER,NC_000913.2
EG10392,b2242,2352286,2353546,EG10392-MONOMER,,ANGLYC3PDEHYDROG-CPLX,NC_000913.2
EG11822,b1301,1362255,1363536,EG11822-MONOMER,,EG11822-MONOMER,NC_000913.2
G6227,b0378,397095,398190,G6227-MONOMER,,G6227-MONOMER,NC_000913.2
G6867,b1618,1694485,1695076,G6867-MONOMER,,G6867-MONOMER,NC_000913.2
G7735,b3383,3509460,3510366,G7735-MONOMER,,G7735-MONOMER,NC_000913.2
EG10289,b4288,4509480,4510437,EG10289-MONOMER,,ABC-9-CPLX,NC_000913.2
G6626,b1199,1248347,1248980,G6626-MONOMER,,CPLX0-2081,NC_000913.2
G0-10607,b4621,4266831,4267035,G0-10607-MONOMER,,MONOMER0-2829,NC_000913.2
EG20044,b3528,3680183,3681470,EG20044-MONOMER,,CPLX0-8306,NC_000913.2
EG20248,b4323,4550923,4552384,EG20248-MONOMER,,MANNONOXIDOREDUCT-MONOMER,NC_000913.2
G7598,b3079,3225822,3226893,G7598-MONOMER,,G7598-MONOMER,NC_000913.2
EG10198,b2423,2538825,2539701,EG10198-MONOMER,,ABC-70-CPLX // ABC-7-CPLX,NC_000913.2
G7920,b4310,4535681,4536788,G7920-MONOMER,,CPLX0-7658,NC_000913.2
G0-10468,b4554,3774193,3774403,G0-10468-MONOMER,,MONOMER0-2690,NC_000913.2
EG12732,b3089,3237965,3239210,EG12732-MONOMER,,YGJU-MONOMER,NC_000913.2
EG12458,b4088,4309129,4310065,EG12458-MONOMER,,ABC-42-CPLX,NC_000913.2
G7494,b2875,3010635,3012261,G7494-MONOMER,,G7494-MONOMER,NC_000913.2
EG10139,b0175,195676,196534,EG10139-MONOMER,,CDPDIGLYSYN-MONOMER,NC_000913.2
EG12272,b3553,3715332,3716307,EG12272-MONOMER,,CPLX0-235,NC_000913.2
EG12610,b0056,0,651,EG12610-MONOMER,,EG12610-MONOMER,b0056
EG12539,b4265,4489228,4490548,EG12539-MONOMER,,YJGT-MONOMER,NC_000913.2
EG11912,b3953,4145160,4145502,EG11912-MONOMER,,CPLX-160,NC_000913.2
G7420,b2739,2862257,2863034,G7420-MONOMER,,G7420-MONOMER,NC_000913.2
EG12368,b1859,1941437,1942223,EG12368-MONOMER,,ABC-63-CPLX,NC_000913.2
EG10972,b2706,2826642,2827002,EG10972-MONOMER,,PD00345,NC_000913.2
EG12264,b3537,3696048,3696240,EG12264-MONOMER,,EG12264-MONOMER,NC_000913.2
EG12219,b3473,3608538,3609756,EG12219-MONOMER,,YHHS-MONOMER,NC_000913.2
EG10348,b2800,2931062,2931710,EG10348-MONOMER,,CPLX0-7633,NC_000913.2
G7217,b2347,2463322,2464255,G7217-MONOMER,,G7217-MONOMER,NC_000913.2
EG12128,b2828,2963183,2964059,EG12128-MONOMER,,EG12128-MONOMER,NC_000913.2
EG10114,b3721,3900311,3901724,EG10114-MONOMER,,EG10114-MONOMER,NC_000913.2
EG12004,b2123,2209246,2209708,EG12004-MONOMER,,EG12004-MONOMER,NC_000913.2
EG12054,b2196,2290982,2292926,EG12054-MONOMER,,CPLX-9494,NC_000913.2
G6720,b1399,1461562,1462513,G6720-MONOMER,,CPLX0-7731 // CPLX0-7729,NC_000913.2
G7089,b2016,2086327,2087152,G7089-MONOMER,,G7089-MONOMER,NC_000913.2
EG11947,b4073,4288498,4289455,EG11947-MONOMER,,CPLX0-8238,NC_000913.2
M015,b2539,2668411,2668930,M015-MONOMER,,HCAMULTI-CPLX,NC_000913.2
EG11726,b3716,3895528,3895996,EG11726-MONOMER,,EG11726-MONOMER,NC_000913.2
EG11842,b3877,4063831,4065217,EG11842-MONOMER,,YIHP-MONOMER,NC_000913.2
EG20051,b3693,3871618,3872497,EG20051-MONOMER,,DEHYDDEOXGALACTKIN-MONOMER,NC_000913.2
G6946,b1751,1832139,1832817,G6946-MONOMER,,G6946-MONOMER,NC_000913.2
EG11737,b0198,220967,221621,EG11737-MONOMER,,METNIQ-METHIONINE-ABC-CPLX,NC_000913.2
G7893,b4267,4491397,4492429,G7893-MONOMER,,IDONDEHYD-MONOMER,NC_000913.2
EG11395,b3964,4159793,4160153,EG11395-MONOMER,,EG11395-MONOMER,NC_000913.2
EG11665,b3057,3201331,3202153,EG11665-MONOMER,,EG11665-MONOMER,NC_000913.2
G7446,b2788,2917427,2918768,G7446-MONOMER,,G7446-MONOMER,NC_000913.2
G6795,b1505,1586876,1588103,G6795-MONOMER,,G6795-MONOMER,NC_000913.2
EG11608,b1249,1305208,1306669,EG11608-MONOMER,,CARDIOLIPSYN-MONOMER,NC_000913.2
EG12152,b4268,4492645,4493209,EG12152-MONOMER,,GLUCONOKINI-MONOMER,NC_000913.2
EG10712,b4107,4323320,4323764,EG10712-MONOMER,,EG10712-MONOMER,NC_000913.2
EG11463,b3816,3999448,4000399,EG11463-MONOMER,,CORA-MONOMER,NC_000913.2
EG11175,b3124,3268646,3269792,EG11175-MONOMER,,GKI-MONOMER,NC_000913.2
G6663,b1327,1388956,1389877,G6663-MONOMER,,G6663-MONOMER,NC_000913.2
EG11367,b2786,2913078,2915835,EG11367-MONOMER,,MONOMER0-4299,NC_000913.2
EG10969,b2703,2824413,2825373,EG10969-MONOMER,,CPLX-169,NC_000913.2
G6549,b1044,1104636,1104948,G6549-MONOMER,,G6549-MONOMER,NC_000913.2
G7806,b3836,4019967,4020237,G7806-MONOMER,,TATABCE-CPLX,NC_000913.2
EG10656,b3188,3332930,3333209,EG10656-MONOMER,,EG10656-MONOMER,NC_000913.2
G6374,b0689,714634,715129,G6374-MONOMER,,G6374-MONOMER,NC_000913.2
EG11233,b1609,1680905,1682207,EG11233-MONOMER,,PHOSPHO-RSTB,NC_000913.2
EG10562,b3418,3551106,3553812,EG10562-MONOMER,,MONOMER0-158,NC_000913.2
G6111,b0227,246711,247461,G6111-MONOMER,,G6111-MONOMER,NC_000913.2
G7559,b3002,3146998,3147493,G7559-MONOMER,,G7559-MONOMER,NC_000913.2
EG10085,b2716,2839011,2840436,EG10085-MONOMER,,EG10085-MONOMER,NC_000913.2
EG11076,b4031,4238801,4240277,EG11076-MONOMER,,XYLE-MONOMER,NC_000913.2
G7336,b2542,2670068,2671271,G7336-MONOMER,,HCAMULTI-CPLX,NC_000913.2
G7310,b2493,2612841,2613903,G7310-MONOMER,,G7310-MONOMER,NC_000913.2
G6716,b1395,1457077,1458505,G6716-MONOMER,,G6716-MONOMER,NC_000913.2
EG10991,b3116,3261707,3263039,EG10991-MONOMER,,TDCC-MONOMER,NC_000913.2
M012,b0349,370462,371329,M012-MONOMER,,CPLX0-7950,NC_000913.2
G7138,b2106,2183938,2184763,G7138-MONOMER,,G7138-MONOMER,NC_000913.2
EG13236,b0732,767200,769834,EG13236-MONOMER,,EG13236-MONOMER,NC_000913.2
G7114,b2075,2153286,2156409,G7114-MONOMER,,TRANS-CPLX-202,NC_000913.2
G7858,b4196,4420208,4420859,G7858-MONOMER,,CPLX0-7744,NC_000913.2
G0-10471,b4558,3992544,3992748,G0-10471-MONOMER,,MONOMER0-2693,NC_000913.2
EG10781,b2585,2720748,2722104,EG10781-MONOMER,,PHOSPHASERSYN-MONOMER,NC_000913.2
EG12399,b1198,1246918,1248337,EG12399-MONOMER,,CPLX0-2081,NC_000913.2
EG12605,b0119,134387,134750,EG12605-MONOMER,,EG12605-MONOMER,NC_000913.2
G6917,b1691,1770535,1771801,G6917-MONOMER,,B1691-MONOMER,NC_000913.2
EG12133,b2426,2541853,2542645,EG12133-MONOMER,,EG12133-MONOMER,NC_000913.2
EG12273,b3554,3716356,3717067,EG12273-MONOMER,,EG12273-MONOMER,NC_000913.2
EG10706,b1912,1990292,1990841,EG10706-MONOMER,,PHOSPHAGLYPSYN-MONOMER,NC_000913.2
EG11866,b3902,4091470,4092295,EG11866-MONOMER,,RHAMNULPALDOL-CPLX,NC_000913.2
EG12042,b2181,2275914,2276259,EG12042-MONOMER,,EG12042-MONOMER,NC_000913.2
G6817,b1543,0,1284,G6817-MONOMER,,B1543-MONOMER,b1543
EG11075,b3564,3725939,3727394,EG11075-MONOMER,,CPLX0-7466,NC_000913.2
EG11916,b3999,4197526,4198117,EG11916-MONOMER,,EG11916-MONOMER,NC_000913.2
EG10635,b0679,703166,705113,EG10635-MONOMER,,CPLX-167,NC_000913.2
EG10842,b3906,4096668,4097517,EG10842-MONOMER,,MONOMER-47,NC_000913.2
EG11722,b3712,3891903,3892653,EG11722-MONOMER,,EG11722-MONOMER,NC_000913.2
G6620,b1191,1239557,1241294,G6620-MONOMER,,YCGO-MONOMER,NC_000913.2
EG10559,b4037,4247576,4248497,EG10559-MONOMER,,EG10559-MONOMER,NC_000913.2
EG11524,b0706,737314,738076,EG11524-MONOMER,,EG11524-MONOMER,NC_000913.2
EG10569,b1819,1901918,1902770,EG10569-MONOMER,,CPLX-165,NC_000913.2
EG10365,b2151,2238649,2239690,EG10365-MONOMER,,MONOMER-53,NC_000913.2
EG11315,b3253,3401505,3402480,EG11315-MONOMER,,CPLX0-8121,NC_000913.2
EG10513,b0698,726281,727955,EG10513-MONOMER,,ATPASE-1-CPLX,NC_000913.2
EG10252,b3076,3220654,3223747,EG10252-MONOMER,,CPLX0-3937,NC_000913.2
G7846,b4181,4408155,4408557,G7846-MONOMER,,G7846-MONOMER,NC_000913.2
G6347,b0621,653805,655191,G6347-MONOMER,,DCUC-MONOMER,NC_000913.2
EG10058,b1900,1981578,1983093,EG10058-MONOMER,,ABC-2-CPLX,NC_000913.2
EG11182,b3356,3483435,3483840,EG11182-MONOMER,,EG11182-MONOMER,NC_000913.2
EG10060,b0396,410520,411705,EG10060-MONOMER,,ARAJ-MONOMER,NC_000913.2
G7331,b2537,2666027,2666918,G7331-MONOMER,,MONOMER0-2081,NC_000913.2
G7728,b3376,3502956,3504042,G7728-MONOMER,,G7728-MONOMER,NC_000913.2
EG10369,b0124,138834,141225,EG10369-MONOMER,,GLUCDEHYDROG-MONOMER,NC_000913.2
G6713,b1392,1454453,1455524,G6713-MONOMER,,CPLX0-1762,NC_000913.2
EG11117,b1063,1121935,1122496,EG11117-MONOMER,,EG11117-MONOMER,NC_000913.2
G6135,b0260,274548,275952,G6135-MONOMER,,B0260-MONOMER,NC_000913.2
EG12957,b2388,2506482,2507448,EG12957-MONOMER,,GLUCOKIN-MONOMER,NC_000913.2
G7613,b3099,3247704,3248109,G7613-MONOMER,,G7613-MONOMER,NC_000913.2
EG10271,b3006,3149271,3150006,EG10271-MONOMER,,CPLX0-8553 // CPLX0-8541 // CPLX0-7952 // CPLX0-1943 // CPLX0-1942 // CPLX0-1941 // CPLX0-1924,NC_000913.2
G7726,b3374,3501188,3501974,G7726-MONOMER,,G7726-MONOMER,NC_000913.2
EG10083,b0390,406651,407329,EG10083-MONOMER,,EG10083-MONOMER,NC_000913.2
EG13235,b0731,765206,767183,EG13235-MONOMER,,HRSA-MONOMER,NC_000913.2
EG12292,b3588,3752995,3754534,EG12292-MONOMER,,CPLX0-3482,NC_000913.2
G7497,b2878,3014081,3017180,G7497-MONOMER,,G7497-MONOMER,NC_000913.2
EG10181,b0429,446940,447270,EG10181-MONOMER,,CYT-O-UBIOX-CPLX,NC_000913.2
EG12013,b2132,2217713,2220011,EG12013-MONOMER,,EG12013-MONOMER,NC_000913.2
G7384,b2649,0,792,G7384-MONOMER,,G7384-MONOMER,b2649
EG12709,b1958,2026472,2027390,EG12709-MONOMER,,EG12709-MONOMER,NC_000913.2
EG11847,b3882,4070697,4071594,EG11847-MONOMER,,CPLX0-7794,NC_000913.2
G7192,b2300,2417255,2417810,G7192-MONOMER,,CPLX0-8248,NC_000913.2
EG10115,b3722,3901742,3903620,EG10115-MONOMER,,CPLX-154,NC_000913.2
EG11065,b1521,1607252,1608704,EG11065-MONOMER,,ALTRO-OXIDOREDUCT-MONOMER,NC_000913.2
G7014,b1841,1922618,1922993,G7014-MONOMER,,G7014-MONOMER,NC_000913.2
EG12504,b4208,4427886,4429299,EG12504-MONOMER,,CYCA-MONOMER,NC_000913.2
EG10817,b3748,3931373,3931793,EG10817-MONOMER,,CPLX0-7646,NC_000913.2
G6956,b1762,1841854,1842895,G6956-MONOMER,,G6956-MONOMER,NC_000913.2
EG12315,b0117,129406,131260,EG12315-MONOMER,,EG12315-MONOMER,NC_000913.2
EG10144,b1734,1815171,1816524,EG10144-MONOMER,,CPLX0-7979,NC_000913.2
G6808,b1522,1608930,1609878,G6808-MONOMER,,G6808-MONOMER,NC_000913.2
EG12183,b0433,451293,452769,EG12183-MONOMER,,AMPG-MONOMER,NC_000913.2
EG10055,b0061,65854,66550,EG10055-MONOMER,,RIBULPEPIM-CPLX,NC_000913.2
G6630,b1213,1266146,1266539,G6630-MONOMER,,G6630-MONOMER,NC_000913.2
EG12102,b3409,3538428,3540750,EG12102-MONOMER,,FEOB-MONOMER,NC_000913.2
G7128,b2095,2173080,2174343,G7128-MONOMER,,G7128-MONOMER,NC_000913.2
G6502,b0968,1029286,1029565,G6502-MONOMER,,G6502-MONOMER,NC_000913.2
EG12040,b2179,2273294,2274320,EG12040-MONOMER,,ABC-41-CPLX,NC_000913.2
G6710,b1389,1452891,1453179,G6710-MONOMER,,CPLX0-1762,NC_000913.2
G6399,b0769,799981,801034,G6399-MONOMER,,G6399-MONOMER,NC_000913.2
EG11940,b4065,4278002,4279652,EG11940-MONOMER,,YJCE-MONOMER,NC_000913.2
G495,b2901,3041683,3043123,G495-MONOMER,,G495-MONOMER,NC_000913.2
G6264,b0488,513624,514083,G6264-MONOMER,,G6264-MONOMER,NC_000913.2
EG11826,b0981,1041252,1043433,EG11826-MONOMER,,EG11826-MONOMER,NC_000913.2
G81,b3092,3241350,3242763,G81-MONOMER,,UXAC-MONOMER,NC_000913.2
G6082,b0011,10642,11356,G6082-MONOMER,,G6082-MONOMER,NC_000913.2
EG11706,b3679,3856423,3858139,EG11706-MONOMER,,YIDK-MONOMER,NC_000913.2
EG12739,b3094,3244673,3245450,EG12739-MONOMER,,CPLX0-8246 // CPLX0-8210,NC_000913.2
G0-16695,G0-16695,0,77,G0-16695-RNA,,RNA0-394,G0-16695
EG11637,b1529,1616266,1616932,EG11637-MONOMER,,EG11637-MONOMER,NC_000913.2
G7675,b3221,3367035,3367500,G7675-MONOMER,,G7675-MONOMER,NC_000913.2
G0-10715,b4705,852091,852220,G0-10715-MONOMER,,MONOMER0-4216,NC_000913.2
EG11566,b0045,45806,47138,EG11566-MONOMER,,YAAU-MONOMER,NC_000913.2
EG12284,b3580,3745106,3746603,EG12284-MONOMER,,LYXK-CPLX,NC_000913.2
G0-10443,b4518,1067303,1067477,G0-10443-MONOMER,,MONOMER0-2665,NC_000913.2
EG11457,b3793,3976623,3977976,EG11457-MONOMER,,FUC4NACTRANS-MONOMER,NC_000913.2
EG11959,b4087,4307470,4309003,EG11959-MONOMER,,ABC-42-CPLX,NC_000913.2
EG12391,b1705,1787636,1787828,EG12391-MONOMER,,CPLX0-8185,NC_000913.2
EG11343,b1053,1113486,1114713,EG11343-MONOMER,,YCEE-MONOMER,NC_000913.2
EG11843,b3878,4065262,4067299,EG11843-MONOMER,,EG11843-MONOMER,NC_000913.2
EG12262,b3535,3694019,3694208,EG12262-MONOMER,,EG12262-MONOMER,NC_000913.2
EG11225,b4138,4363494,4364796,EG11225-MONOMER,,DCUA-MONOMER,NC_000913.2
EG10814,b3749,3931800,3933306,EG10814-MONOMER,,ABC-28-CPLX,NC_000913.2
EG11998,b2119,2202617,2203706,EG11998-MONOMER,,EG11998-MONOMER,NC_000913.2
G7533,b2963,3102454,3103534,G7533-MONOMER,,G7533-MONOMER,NC_000913.2
EG10527,b0344,362454,365529,EG10527-MONOMER,,BETAGALACTOSID-CPLX,NC_000913.2
EG11860,b3896,4085024,4086080,EG11860-MONOMER,,EG11860-MONOMER,NC_000913.2
EG11052,b3668,3846656,3848159,EG11052-MONOMER,,PHOSPHO-UHPB,NC_000913.2
EG10052,b0062,66834,68337,EG10052-MONOMER,,ARABISOM-CPLX,NC_000913.2
EG11712,b3688,3865750,3866083,EG11712-MONOMER,,EG11712-MONOMER,NC_000913.2
G7302,b2485,2604283,2604934,G7302-MONOMER,,CPLX0-250,NC_000913.2
G6959,b1772,1854004,1854952,G6959-MONOMER,,CPLX0-8548,NC_000913.2
EG11515,b3215,3360133,3360808,EG11515-MONOMER,,EG11515-MONOMER,NC_000913.2
EG10952,b2617,2751626,2751968,EG10952-MONOMER,,CPLX0-3933,NC_000913.2
G6627,b1200,1248990,1250061,G6627-MONOMER,,CPLX0-2081,NC_000913.2
EG11267,b3563,3725429,3725771,EG11267-MONOMER,,EG11267-MONOMER,NC_000913.2
G7210,b2339,2453104,2453668,G7210-MONOMER,,G7210-MONOMER,NC_000913.2
EG20249,b4324,4552598,4553372,EG20249-MONOMER,,CPLX0-8209 // MONOMER0-2101,NC_000913.2
G7837,b4149,4375211,4375745,G7837-MONOMER,,G7837-MONOMER,NC_000913.2
EG12328,b0141,156298,156883,EG12328-MONOMER,,EG12328-MONOMER,NC_000913.2
G7945,b4358,4594012,4595035,G7945-MONOMER,,G7945-MONOMER,NC_000913.2
EG11166,b3039,3179640,3180429,EG11166-MONOMER,,EG11166-MONOMER,NC_000913.2
EG10309,b4312,4538979,4539582,EG10309-MONOMER,,EG10309-MONOMER,NC_000913.2
EG12522,b3128,3273303,3274875,EG12522-MONOMER,,CPLX0-8537,NC_000913.2
G7696,b3279,3427257,3427812,G7696-MONOMER,,CPLX0-8562,NC_000913.2
