Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
USA300HOU_RS06080-MONOMER	USA300HOU_RS06080	DNA-directed RNA polymerase subunit omega	
USA300HOU_RS00280-MONOMER	USA300HOU_RS00280	hypothetical protein	
USA300HOU_RS08085-MONOMER	USA300HOU_RS08085	stressosome-associated protein Prli42	CCI-PM-BAC-POS-GP
USA300HOU_RS01490-MONOMER	USA300HOU_RS01490	type VII secretion protein EsaA	CCI-PM-BAC-POS-GP
USA300HOU_RS11970-MONOMER	USA300HOU_RS11970	hypothetical protein	
USA300HOU_RS01080-MONOMER	USA300HOU_RS01080	FMN-dependent NADH-azoreductase	CCI-CYTOSOL-GP
USA300HOU_RS01995-MONOMER	USA300HOU_RS01995	phosphoglycerate mutase family protein	CCI-CYTOSOL-GP
USA300HOU_RS13595-MONOMER	USA300HOU_RS13595	DUF2188 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS06360-MONOMER	USA300HOU_RS06360	RIP metalloprotease RseP	CCI-PM-BAC-POS-GP
USA300HOU_RS04255-MONOMER	USA300HOU_RS04255	hypothetical protein	
USA300HOU_RS14160-MONOMER	USA300HOU_RS14160	betaine-aldehyde dehydrogenase	CCI-CYTOSOL-GP
CPLX2KSB-16	USA300HOU_RS06890 // USA300HOU_RS06895	DNA topoisomerase IV	
USA300HOU_RS07155-MONOMER	USA300HOU_RS07155	acylphosphatase	CCI-CYTOSOL-GP
USA300HOU_RS12370-MONOMER	USA300HOU_RS12370	acyl-CoA/acyl-ACP dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS02985-MONOMER	USA300HOU_RS02985	glucosamine-6-phosphate deaminase	CCI-CYTOSOL-GP
USA300HOU_RS08980-MONOMER	USA300HOU_RS08980	NADP-dependent isocitrate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS03945-MONOMER	USA300HOU_RS03945	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	CCI-CYTOSOL-GP
USA300HOU_RS08985-MONOMER	USA300HOU_RS08985	citrate synthase	CCI-CYTOSOL-GP
USA300HOU_RS01085-MONOMER	USA300HOU_RS01085	M23 family metallopeptidase	CCI-EXTRACELLULAR-GP
CPLX2KSB-85	USA300HOU_RS04795 // USA300HOU_RS04800	helicase-exonuclease AddAB	
USA300HOU_RS10835-MONOMER	USA300HOU_RS10835	XRE family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS06450-MONOMER	USA300HOU_RS06450	SDR family NAD(P)-dependent oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS06955-MONOMER	USA300HOU_RS06955	M42 family metallopeptidase	CCI-CYTOSOL-GP
USA300HOU_RS03630-MONOMER	USA300HOU_RS03630	DUF402 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS14480-MONOMER	USA300HOU_RS14480	poly-beta-1,6 N-acetyl-D-glucosamine synthase IcaA	CCI-PM-BAC-POS-GP
USA300HOU_RS12545-MONOMER	USA300HOU_RS12545	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04540-MONOMER	USA300HOU_RS04540	chorismate mutase	
USA300HOU_RS07485-MONOMER	USA300HOU_RS07485	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS04945-MONOMER	USA300HOU_RS04945	transcriptional regulator SpxA	
USA300HOU_RS05665-MONOMER	USA300HOU_RS05665	hemin ABC transporter permease protein IsdF	
USA300HOU_RS12775-MONOMER	USA300HOU_RS12775	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS13600-MONOMER	USA300HOU_RS13600	FUSC family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10885-MONOMER	USA300HOU_RS10885	class I SAM-dependent methyltransferase	
USA300HOU_RS13050-MONOMER	USA300HOU_RS13050	transporter substrate-binding domain-containing protein	
USA300HOU_RS11230-MONOMER	USA300HOU_RS11230	response regulator transcription factor	CCI-CYTOSOL-GP
USA300HOU_RS02450-MONOMER	USA300HOU_RS02450	aminotransferase class V-fold PLP-dependent enzyme	CCI-CYTOSOL-GP
USA300HOU_RS03335-MONOMER	USA300HOU_RS03335	conjugal transfer protein	
CPLX2KSB-15	USA300HOU_RS08550 // USA300HOU_RS08570	5-oxoprolinase	
USA300HOU_RS14165-MONOMER	USA300HOU_RS14165	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS05285-MONOMER	USA300HOU_RS05285	hypothetical protein	
USA300HOU_RS05985-MONOMER	USA300HOU_RS05985	RNA-binding protein	
USA300HOU_RS00005-MONOMER	USA300HOU_RS00005	chromosomal replication initiator protein DnaA	CCI-CYTOSOL-GP
USA300HOU_RS03450-MONOMER	USA300HOU_RS03450	teichoic acids export ABC transporter ATP-binding subunit TagH	CCI-PM-BAC-POS-GP
USA300HOU_RS08605-MONOMER	USA300HOU_RS08605	Holliday junction resolvase RuvX	CCI-CYTOSOL-GP
USA300HOU_RS01090-MONOMER	USA300HOU_RS01090	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	CCI-PM-BAC-POS-GP
USA300HOU_RS07495-MONOMER	USA300HOU_RS07495	3-dehydroquinate synthase	CCI-CYTOSOL-GP
USA300HOU_RS10750-MONOMER	USA300HOU_RS10750	RusA family crossover junction endodeoxyribonuclease	CCI-CYTOSOL-GP
USA300HOU_RS14485-MONOMER	USA300HOU_RS14485	intracellular adhesion protein IcaD	CCI-PM-BAC-POS-GP
USA300HOU_RS08135-MONOMER	USA300HOU_RS08135	exodeoxyribonuclease VII small subunit	CCI-CYTOSOL-GP
USA300HOU_RS06085-MONOMER	USA300HOU_RS06085	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	CCI-CYTOSOL-GP
USA300HOU_RS00510-MONOMER	USA300HOU_RS00510	phosphatidylinositol-specific phospholipase C	CCI-EXTRACELLULAR-GP
USA300HOU_RS04950-MONOMER	USA300HOU_RS04950	adaptor protein MecA	CCI-CYTOSOL-GP
USA300HOU_RS13605-MONOMER	USA300HOU_RS13605	MFS transporter	CCI-PM-BAC-POS-GP
CPLX2KSB-14	USA300HOU_RS06040 // USA300HOU_RS06045	carbamoyl-phosphate synthase	
USA300HOU_RS05830-MONOMER	USA300HOU_RS05830	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01445-MONOMER	USA300HOU_RS01445	glycine-glycine endopeptidase LytM	CCI-EXTRACELLULAR-GP
USA300HOU_RS14170-MONOMER	USA300HOU_RS14170	GbsR/MarR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS12375-MONOMER	USA300HOU_RS12375	urea transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS00285-MONOMER	USA300HOU_RS00285	DUF1643 domain-containing protein	
USA300HOU_RS02990-MONOMER	USA300HOU_RS02990	3-hexulose-6-phosphate synthase	CCI-CYTOSOL-GP
USA300HOU_RS04510-MONOMER	USA300HOU_RS04510	DUF368 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03955-MONOMER	USA300HOU_RS03955	class 1b ribonucleoside-diphosphate reductase subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS01820-MONOMER	USA300HOU_RS01820	EfeM/EfeO family lipoprotein	
CPLX2KSB-84	USA300HOU_RS05740 // USA300HOU_RS05745 // USA300HOU_RS05750	succinate dehydrogenase	
USA300HOU_RS08920-MONOMER	USA300HOU_RS08920	hypothetical protein	
USA300HOU_RS06640-MONOMER	USA300HOU_RS06640	hypothetical protein	
USA300HOU_RS11235-MONOMER	USA300HOU_RS11235	DEAD/DEAH box helicase	CCI-CYTOSOL-GP
USA300HOU_RS06455-MONOMER	USA300HOU_RS06455	YmfK family protein	CCI-CYTOSOL-GP
USA300HOU_RS06960-MONOMER	USA300HOU_RS06960	anthranilate synthase component I	CCI-CYTOSOL-GP
USA300HOU_RS02175-MONOMER	USA300HOU_RS02175	restriction endonuclease subunit S	CCI-CYTOSOL-GP
USA300HOU_RS10475-MONOMER	USA300HOU_RS10475	thioredoxin family protein	
USA300HOU_RS03635-MONOMER	USA300HOU_RS03635	LysR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS14490-MONOMER	USA300HOU_RS14490	intercellular adhesin biosynthesis polysaccharide N-deacetylase	CCI-EXTRACELLULAR-GP
USA300HOU_RS12550-MONOMER	USA300HOU_RS12550	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14740-MONOMER	USA300HOU_RS14740	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01095-MONOMER	USA300HOU_RS01095	maltodextrin ABC transporter substrate-binding protein	
USA300HOU_RS08355-MONOMER	USA300HOU_RS08355	DNA repair protein RecO	
USA300HOU_RS03820-MONOMER	USA300HOU_RS03820	DoxX family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03135-MONOMER	USA300HOU_RS03135	DUF443 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS12780-MONOMER	USA300HOU_RS12780	DNA-binding heme response regulator HssR	CCI-CYTOSOL-GP
USA300HOU_RS13610-MONOMER	USA300HOU_RS13610	DedA family protein	CCI-PM-BAC-POS-GP
CPLX2KSB-13	USA300HOU_RS05735 // USA300HOU_RS04105 // USA300HOU_RS04110	excinuclease ABC	
USA300HOU_RS12140-MONOMER	USA300HOU_RS12140	50S ribosomal protein L16	CCI-CYTOSOL-GP
USA300HOU_RS13055-MONOMER	USA300HOU_RS13055	multidrug efflux MFS transporter MdeA	CCI-PM-BAC-POS-GP
USA300HOU_RS05170-MONOMER	USA300HOU_RS05170	TM2 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14175-MONOMER	USA300HOU_RS14175	MBL fold metallo-hydrolase	
USA300HOU_RS07160-MONOMER	USA300HOU_RS07160	5-bromo-4-chloroindolyl phosphate hydrolysis family protein	
USA300HOU_RS03145-MONOMER	USA300HOU_RS03145	hypothetical protein	
USA300HOU_RS09705-MONOMER	USA300HOU_RS09705	gallidermin/nisin family lantibiotic	CCI-EXTRACELLULAR-GP
USA300HOU_RS11540-MONOMER	USA300HOU_RS11540	deoxyribose-phosphate aldolase	CCI-CYTOSOL-GP
USA300HOU_RS05990-MONOMER	USA300HOU_RS05990	DivIVA domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS01975-MONOMER	USA300HOU_RS01975	PepSY domain-containing protein	
USA300HOU_RS09525-MONOMER	USA300HOU_RS09525	o-succinylbenzoate synthase	CCI-CYTOSOL-GP
USA300HOU_RS02325-MONOMER	USA300HOU_RS02325	methionine ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10400-MONOMER	USA300HOU_RS10400	prephenate dehydratase	CCI-CYTOSOL-GP
USA300HOU_RS06645-MONOMER	USA300HOU_RS06645	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13265-MONOMER	USA300HOU_RS13265	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS07510-MONOMER	USA300HOU_RS07510	nucleoside-diphosphate kinase	CCI-CYTOSOL-GP
USA300HOU_RS11975-MONOMER	USA300HOU_RS11975	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06965-MONOMER	USA300HOU_RS06965	aminodeoxychorismate/anthranilate synthase component II	
USA300HOU_RS14495-MONOMER	USA300HOU_RS14495	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	CCI-PM-BAC-POS-GP
USA300HOU_RS04675-MONOMER	USA300HOU_RS04675	Na+/H+ antiporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00375-MONOMER	USA300HOU_RS00375	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS01100-MONOMER	USA300HOU_RS01100	sugar ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS10580-MONOMER	USA300HOU_RS10580	hypothetical protein	
USA300HOU_RS10275-MONOMER	USA300HOU_RS10275	H-type ferritin FtnA	CCI-CYTOSOL-GP
USA300HOU_RS06210-MONOMER	USA300HOU_RS06210	signal recognition particle-docking protein FtsY	CCI-PM-BAC-POS-GP
USA300HOU_RS00840-MONOMER	USA300HOU_RS00840	glycosyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS01610-MONOMER	USA300HOU_RS01610	DUF4467 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS09640-MONOMER	USA300HOU_RS09640	serine protease SplD	CCI-EXTRACELLULAR-GP
USA300HOU_RS10890-MONOMER	USA300HOU_RS10890	iron-hydroxamate ABC transporter substrate-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13615-MONOMER	USA300HOU_RS13615	hypothetical protein	
USA300HOU_RS04770-MONOMER	USA300HOU_RS04770	argininosuccinate synthase	CCI-CYTOSOL-GP
CPLX2KSB-12	USA300HOU_RS11355 // USA300HOU_RS11360 // USA300HOU_RS11365 // USA300HOU_RS11370 // USA300HOU_RS11375 // USA300HOU_RS11380 // USA300HOU_RS11385 // USA300HOU_RS11390 // USA300HOU_RS11395	F0F1 ATP synthase	
USA300HOU_RS06365-MONOMER	USA300HOU_RS06365	proline--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS00520-MONOMER	USA300HOU_RS00520	tandem-type lipoprotein	
USA300HOU_RS04265-MONOMER	USA300HOU_RS04265	N-acetyltransferase	
USA300HOU_RS04465-MONOMER	USA300HOU_RS04465	DUF1474 family protein	
USA300HOU_RS01450-MONOMER	USA300HOU_RS01450	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14180-MONOMER	USA300HOU_RS14180	BCCT family transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS07165-MONOMER	USA300HOU_RS07165	toxic anion resistance protein	
USA300HOU_RS12380-MONOMER	USA300HOU_RS12380	urease subunit gamma	CCI-CYTOSOL-GP
USA300HOU_RS02995-MONOMER	USA300HOU_RS02995	6-phospho-3-hexuloisomerase	
USA300HOU_RS01725-MONOMER	USA300HOU_RS01725	glycine cleavage system protein H	
USA300HOU_RS03455-MONOMER	USA300HOU_RS03455	teichoic acids export ABC transporter permease subunit TagG	CCI-PM-BAC-POS-GP
USA300HOU_RS09805-MONOMER	USA300HOU_RS09805	signal transduction protein TRAP	CCI-CYTOSOL-GP
USA300HOU_RS10655-MONOMER	USA300HOU_RS10655	hypothetical protein	CCI-CYTOSOL-GP
CPLX2KSB-83	USA300HOU_RS06305 // USA300HOU_RS06310	ATP-dependent protease	
USA300HOU_RS02180-MONOMER	USA300HOU_RS02180	superantigen-like protein SSL11	CCI-EXTRACELLULAR-GP
USA300HOU_RS05670-MONOMER	USA300HOU_RS05670	class B sortase	
USA300HOU_RS14500-MONOMER	USA300HOU_RS14500	YSIRK domain-containing triacylglycerol lipase Lip1	
USA300HOU_RS05290-MONOMER	USA300HOU_RS05290	DUF5011 domain-containing protein	
USA300HOU_RS12555-MONOMER	USA300HOU_RS12555	hypothetical protein	
USA300HOU_RS01105-MONOMER	USA300HOU_RS01105	sugar ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS09790-MONOMER	USA300HOU_RS09790	ferrochelatase	CCI-CYTOSOL-GP
USA300HOU_RS12785-MONOMER	USA300HOU_RS12785	heme sensor histidine kinase HssS	CCI-PM-BAC-POS-GP
USA300HOU_RS01900-MONOMER	USA300HOU_RS01900	PLP-dependent aspartate aminotransferase family protein	CCI-CYTOSOL-GP
USA300HOU_RS13620-MONOMER	USA300HOU_RS13620	MFS transporter	CCI-PM-BAC-POS-GP
CPLX2KSB-11	USA300HOU_RS11035 // USA300HOU_RS11045 // USA300HOU_RS11050	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex	
USA300HOU_RS12145-MONOMER	USA300HOU_RS12145	30S ribosomal protein S3	CCI-CYTOSOL-GP
USA300HOU_RS13065-MONOMER	USA300HOU_RS13065	putative metal homeostasis protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS02455-MONOMER	USA300HOU_RS02455	dTMP kinase	CCI-CYTOSOL-GP
USA300HOU_RS03340-MONOMER	USA300HOU_RS03340	replication initiation factor domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS14185-MONOMER	USA300HOU_RS14185	hypothetical protein	
USA300HOU_RS03150-MONOMER	USA300HOU_RS03150	DUF443 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05065-MONOMER	USA300HOU_RS05065	trypsin-like peptidase domain-containing protein	
USA300HOU_RS00290-MONOMER	USA300HOU_RS00290	DUF960 family protein	
USA300HOU_RS11005-MONOMER	USA300HOU_RS11005	sulfurtransferase TusA family protein	
USA300HOU_RS02095-MONOMER	USA300HOU_RS02095	DUF1304 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS09855-MONOMER	USA300HOU_RS09855	hypothetical protein	
USA300HOU_RS11240-MONOMER	USA300HOU_RS11240	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	CCI-CYTOSOL-GP
USA300HOU_RS13270-MONOMER	USA300HOU_RS13270	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07900-MONOMER	USA300HOU_RS07900	hypothetical protein	
USA300HOU_RS15625-MONOMER	USA300HOU_RS15625	hypothetical protein	
USA300HOU_RS11545-MONOMER	USA300HOU_RS11545	purine-nucleoside phosphorylase	CCI-CYTOSOL-GP
USA300HOU_RS01110-MONOMER	USA300HOU_RS01110	Gfo/Idh/MocA family oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS08810-MONOMER	USA300HOU_RS08810	valine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS01615-MONOMER	USA300HOU_RS01615	DUF4064 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13625-MONOMER	USA300HOU_RS13625	MarR family transcriptional regulator	
CPLX2KSB-10	USA300HOU_RS10315 // USA300HOU_RS10320 // USA300HOU_RS10325	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase	
USA300HOU_RS09400-MONOMER	USA300HOU_RS09400	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	CCI-CYTOSOL-GP
USA300HOU_RS00525-MONOMER	USA300HOU_RS00525	tandem-type lipoprotein	
USA300HOU_RS10850-MONOMER	USA300HOU_RS10850	hypothetical protein	
USA300HOU_RS14190-MONOMER	USA300HOU_RS14190	hypothetical protein	
USA300HOU_RS02050-MONOMER	USA300HOU_RS02050	general stress protein	CCI-CYTOSOL-GP
USA300HOU_RS12385-MONOMER	USA300HOU_RS12385	urease subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS00010-MONOMER	USA300HOU_RS00010	DNA polymerase III subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS03970-MONOMER	USA300HOU_RS03970	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS07500-MONOMER	USA300HOU_RS07500	chorismate synthase	CCI-CYTOSOL-GP
USA300HOU_RS01940-MONOMER	USA300HOU_RS01940	single-stranded DNA-binding protein	CCI-CYTOSOL-GP
CPLX2KSB-82	USA300HOU_RS09675 // USA300HOU_RS09680	lantibioticimmunityabctransportermuteepiefamily	
USA300HOU_RS06660-MONOMER	USA300HOU_RS06660	hypothetical protein	
USA300HOU_RS00530-MONOMER	USA300HOU_RS00530	tandem-type lipoprotein	
USA300HOU_RS14520-MONOMER	USA300HOU_RS14520	1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase	CCI-CYTOSOL-GP
USA300HOU_RS12560-MONOMER	USA300HOU_RS12560	HAD family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS01115-MONOMER	USA300HOU_RS01115	Gfo/Idh/MocA family oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS03825-MONOMER	USA300HOU_RS03825	DM13 domain-containing protein	
USA300HOU_RS11480-MONOMER	USA300HOU_RS11480	CTP synthase	CCI-CYTOSOL-GP
USA300HOU_RS11010-MONOMER	USA300HOU_RS11010	YeeE/YedE family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04960-MONOMER	USA300HOU_RS04960	oligoendopeptidase F	CCI-CYTOSOL-GP
USA300HOU_RS12790-MONOMER	USA300HOU_RS12790	LytTR family DNA-binding domain-containing protein	
USA300HOU_RS13630-MONOMER	USA300HOU_RS13630	ATP-binding cassette domain-containing protein	CCI-PM-BAC-POS-GP
CPLX2KSB-9	USA300HOU_RS11205 // USA300HOU_RS11210 // USA300HOU_RS11215 // USA300HOU_RS11220	K(+)-transporting ATPase	
USA300HOU_RS13070-MONOMER	USA300HOU_RS13070	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	
USA300HOU_RS07505-MONOMER	USA300HOU_RS07505	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14195-MONOMER	USA300HOU_RS14195	anaerobic ribonucleoside-triphosphate reductase activating protein	CCI-CYTOSOL-GP
USA300HOU_RS09390-MONOMER	USA300HOU_RS09390	3,4-dihydroxy-2-butanone-4-phosphate synthase	CCI-CYTOSOL-GP
USA300HOU_RS05070-MONOMER	USA300HOU_RS05070	TrkH family potassium uptake protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05995-MONOMER	USA300HOU_RS05995	isoleucine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS00295-MONOMER	USA300HOU_RS00295	hypothetical protein	
USA300HOU_RS00015-MONOMER	USA300HOU_RS00015	S4 domain-containing protein YaaA	
USA300HOU_RS14790-MONOMER	USA300HOU_RS14790	IS6-like element IS257 family transposase	CCI-CYTOSOL-GP
USA300HOU_RS03965-MONOMER	USA300HOU_RS03965	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS08970-MONOMER	USA300HOU_RS08970	response regulator transcription factor	CCI-CYTOSOL-GP
USA300HOU_RS07755-MONOMER	USA300HOU_RS07755	Clp protease ClpP	
USA300HOU_RS02250-MONOMER	USA300HOU_RS02250	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS01730-MONOMER	USA300HOU_RS01730	protein-ADP-ribose hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS16000-MONOMER	USA300HOU_RS16000	hypothetical protein	
USA300HOU_RS13275-MONOMER	USA300HOU_RS13275	hypothetical protein	
USA300HOU_RS08245-MONOMER	USA300HOU_RS08245	GspE/PulE family protein	CCI-CYTOSOL-GP
USA300HOU_RS14525-MONOMER	USA300HOU_RS14525	imidazole glycerol phosphate synthase subunit HisH	CCI-CYTOSOL-GP
USA300HOU_RS08140-MONOMER	USA300HOU_RS08140	exodeoxyribonuclease VII large subunit	CCI-CYTOSOL-GP
USA300HOU_RS11550-MONOMER	USA300HOU_RS11550	DNA starvation/stationary phase protection protein	CCI-CYTOSOL-GP
USA300HOU_RS01120-MONOMER	USA300HOU_RS01120	sugar phosphate isomerase/epimerase	CCI-CYTOSOL-GP
USA300HOU_RS06215-MONOMER	USA300HOU_RS06215	putative DNA-binding protein	
USA300HOU_RS02000-MONOMER	USA300HOU_RS02000	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08735-MONOMER	USA300HOU_RS08735	Holliday junction branch migration protein RuvA	CCI-CYTOSOL-GP
USA300HOU_RS13635-MONOMER	USA300HOU_RS13635	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS04775-MONOMER	USA300HOU_RS04775	glucose-6-phosphate isomerase	CCI-CYTOSOL-GP
CPLX2KSB-8	USA300HOU_RS05265 // USA300HOU_RS05270 // USA300HOU_RS05275 // USA300HOU_RS05280	cytochrome aa3 quinol oxidase	
USA300HOU_RS05835-MONOMER	USA300HOU_RS05835	hypothetical protein	
USA300HOU_RS04270-MONOMER	USA300HOU_RS04270	MSCRAMM family adhesin clumping factor ClfA	CCI-CW-BAC-POS-GP
USA300HOU_RS14200-MONOMER	USA300HOU_RS14200	anaerobic ribonucleoside-triphosphate reductase	CCI-CYTOSOL-GP
USA300HOU_RS10660-MONOMER	USA300HOU_RS10660	phage major capsid protein	
USA300HOU_RS08410-MONOMER	USA300HOU_RS08410	16S rRNA (uracil(1498)-N(3))-methyltransferase	
USA300HOU_RS05295-MONOMER	USA300HOU_RS05295	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	CCI-CYTOSOL-GP
USA300HOU_RS12390-MONOMER	USA300HOU_RS12390	urease subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS00305-MONOMER	USA300HOU_RS00305	carbamate kinase	
USA300HOU_RS03000-MONOMER	USA300HOU_RS03000	HAD family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS03975-MONOMER	USA300HOU_RS03975	iron chelate uptake ABC transporter family permease subunit	CCI-PM-BAC-POS-GP
USA300HOU_RS07975-MONOMER	USA300HOU_RS07975	two-component system sensor histidine kinase SrrB	CCI-PM-BAC-POS-GP
USA300HOU_RS03460-MONOMER	USA300HOU_RS03460	CDP-glycerol glycerophosphotransferase family protein	
USA300HOU_RS03830-MONOMER	USA300HOU_RS03830	hypothetical protein	CCI-PM-BAC-POS-GP
CPLX2KSB-81	USA300HOU_RS13305 // USA300HOU_RS13310	ironexportabctransporter	
USA300HOU_RS06675-MONOMER	USA300HOU_RS06675	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS10200-MONOMER	USA300HOU_RS10200	DUF1128 family protein	
USA300HOU_RS11245-MONOMER	USA300HOU_RS11245	D-alanine--D-alanine ligase	CCI-CYTOSOL-GP
USA300HOU_RS00535-MONOMER	USA300HOU_RS00535	helix-turn-helix domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS02185-MONOMER	USA300HOU_RS02185	FKLRK protein	
USA300HOU_RS14530-MONOMER	USA300HOU_RS14530	imidazoleglycerol-phosphate dehydratase HisB	CCI-CYTOSOL-GP
USA300HOU_RS12565-MONOMER	USA300HOU_RS12565	bile acid:sodium symporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14745-MONOMER	USA300HOU_RS14745	cadmium resistance transporter CadD	CCI-PM-BAC-POS-GP
USA300HOU_RS02330-MONOMER	USA300HOU_RS02330	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS04545-MONOMER	USA300HOU_RS04545	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08655-MONOMER	USA300HOU_RS08655	Rrf2 family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS07515-MONOMER	USA300HOU_RS07515	polyprenyl synthetase family protein	CCI-CYTOSOL-GP
USA300HOU_RS06370-MONOMER	USA300HOU_RS06370	DNA polymerase III subunit alpha	
USA300HOU_RS12795-MONOMER	USA300HOU_RS12795	DUF3021 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13640-MONOMER	USA300HOU_RS13640	fructose-1,6-bisphosphatase	CCI-CYTOSOL-GP
USA300HOU_RS10775-MONOMER	USA300HOU_RS10775	recombinase RecT	
CPLX2KSB-7	USA300HOU_RS03950 // USA300HOU_RS03955	class 1b ribonucleoside-diphosphate reductase	
USA300HOU_RS09405-MONOMER	USA300HOU_RS09405	FAD/NAD(P)-binding domain-containing protein	
USA300HOU_RS03345-MONOMER	USA300HOU_RS03345	hypothetical protein	
USA300HOU_RS14205-MONOMER	USA300HOU_RS14205	CitMHS family transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS03155-MONOMER	USA300HOU_RS03155	DUF443 domain-containing protein	
USA300HOU_RS10330-MONOMER	USA300HOU_RS10330	sodium/proline symporter PutP	CCI-PM-BAC-POS-GP
USA300HOU_RS05300-MONOMER	USA300HOU_RS05300	5-(carboxyamino)imidazole ribonucleotide mutase	CCI-PM-BAC-POS-GP
